Device ID - Session,Description,Radio Comms Up,Radio Comms Up (time),Time Synchronized,Time Synchronized (time),Network Data Overage Alarm,Network Data Overage Alarm (time),Local Port Connected,Local Port Connected (time),Session 0 online,Session 0 online (time),Session 1 online,Session 1 online (time),Thread(s) at Critical Stack Usage,Thread(s) at Critical Stack Usage (time),User Configuration Issue,User Configuration Issue (time),AC Outage,AC Outage (time),Battery Fuse Status,Battery Fuse Status (time),Programmable Logic Point 1,Programmable Logic Point 1 (time),Programmable Logic Point 2,Programmable Logic Point 2 (time),Programmable Logic Point 3,Programmable Logic Point 3 (time),Programmable Logic Point 4,Programmable Logic Point 4 (time),Programmable Logic Point 5,Programmable Logic Point 5 (time),Programmable Logic Point 6,Programmable Logic Point 6 (time),Programmable Logic Point 7,Programmable Logic Point 7 (time),Programmable Logic Point 8,Programmable Logic Point 8 (time),Programmable Logic Point 9,Programmable Logic Point 9 (time),Programmable Logic Point 10,Programmable Logic Point 10 (time),CommLost Status,CommLost Status (time),Unit ID,Unit ID (time),Primary Radio ID,Primary Radio ID (time),RTM FW Version Number,RTM FW Version Number (time),Average Radio RX Signal,Average Radio RX Signal (time),Average Radio TX Signal,Average Radio TX Signal (time),RF Comms State,RF Comms State (time),Recent Highest Transmit Count,Recent Highest Transmit Count (time),Last Radio Received SSI Value,Last Radio Received SSI Value (time),Last Base Station Received SSI Value,Last Base Station Received SSI Value (time),Today's Since Reset IED TX/RX (KB),Today's Since Reset IED TX/RX (KB) (time),Today's Total IED TX/RX (KB),Today's Total IED TX/RX (KB) (time),Yesterday's Total IED TX/RX (KB),Yesterday's Total IED TX/RX (KB) (time),Today's Bulk TX/RX (KB),Today's Bulk TX/RX (KB) (time),Yesterday's Bulk TX/RX (KB),Yesterday's Bulk TX/RX (KB) (time),Today's Total TX/RX (KB),Today's Total TX/RX (KB) (time),Yesterday's Total TX/RX (KB),Yesterday's Total TX/RX (KB) (time),Month's Total TX/RX (KB),Month's Total TX/RX (KB) (time),Last Cell Radio Received RSRP,Last Cell Radio Received RSRP (time),Last Cell Radio Received RSRQ,Last Cell Radio Received RSRQ (time),Today's Percent Successful TX (Session 0),Today's Percent Successful TX (Session 0) (time),Today's Percent Successful TX (Session 1),Today's Percent Successful TX (Session 1) (time),Dynamic Memory Bytes Total,Dynamic Memory Bytes Total (time),Dynamic Memory Bytes Used,Dynamic Memory Bytes Used (time),Dynamic Memory Bytes Free,Dynamic Memory Bytes Free (time),Dynamic Memory Number of Blocks,Dynamic Memory Number of Blocks (time),Dynamic Memory Largest Block Size,Dynamic Memory Largest Block Size (time),Line Voltage Present Value (VAC),Line Voltage Present Value (VAC) (time),Line Voltage Maximum Value (VAC),Line Voltage Maximum Value (VAC) (time),Line Voltage Minimum Value (VAC),Line Voltage Minimum Value (VAC) (time),Present Battery State,Present Battery State (time),Last Test Battery Condition,Last Test Battery Condition (time),Battery Test Voltage (VDC),Battery Test Voltage (VDC) (time),Board Temperature (deg C),Board Temperature (deg C) (time),Programmable Math Point 1,Programmable Math Point 1 (time),Programmable Math Point 2,Programmable Math Point 2 (time),Programmable Math Point 3,Programmable Math Point 3 (time),Programmable Math Point 4,Programmable Math Point 4 (time),Programmable Math Point 5,Programmable Math Point 5 (time),Programmable Math Point 6,Programmable Math Point 6 (time),Programmable Math Point 7,Programmable Math Point 7 (time),Programmable Math Point 8,Programmable Math Point 8 (time),Programmable Math Point 9,Programmable Math Point 9 (time),Programmable Math Point 10,Programmable Math Point 10 (time),Flag Count,Flag Count (time),"PV Report Date (MMDD, deprecated)","PV Report Date (MMDD, deprecated) (time)","PV Report Time (HHMM, deprecated)","PV Report Time (HHMM, deprecated) (time)",Report Time (Epoch milliseconds),Report Time (Epoch milliseconds) (time),Inbound Retries,Inbound Retries (time),Inbound SSI,Inbound SSI (time),Outbound SSI,Outbound SSI (time),CommLost Diagnostic,CommLost Diagnostic (time)
47244-0,FlexNet ID: 50530765,Yes,2026-07-06 15:55:46.539,Yes,2026-07-06 15:55:46.539,,,,,Online,2026-07-06 15:55:46.539,Online,2026-07-06 15:55:46.539,,,Normal,2026-07-06 15:55:46.539,Normal,2026-07-06 15:55:46.539,Fuse Blown,2026-07-06 15:55:46.539,,,,,,,,,,,,,,,,,,,,,Alarm,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,50530765,2026-07-06 15:55:46.539,490003,2026-07-06 15:55:46.539,19.800003052,2026-07-06 15:55:46.539,26.100000381,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,17,2026-07-06 15:55:46.539,30,2026-07-06 15:55:46.539,9,2026-07-06 15:55:46.539,9,2026-07-06 15:55:46.539,17,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,13,2026-07-06 15:55:46.539,25,2026-07-06 15:55:46.539,,,,,,,100,2026-07-06 15:55:46.539,100,2026-07-06 15:55:46.539,,,,,,,,,,,127.57575989,2026-07-06 15:55:46.539,131.3636322,2026-07-06 15:55:46.539,98.87096405,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,0,2026-07-06 15:55:46.539,38.177341461,2026-07-06 15:55:46.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-07-06 15:55:16.445,13,2026-07-06 15:55:16.445,16,2026-07-06 15:55:16.445,2,2026-07-06 15:55:46.539
47259-0,FlexNet ID: 50530766,Yes,2026-09-09 03:57:24.441,Yes,2026-09-09 03:57:24.441,,,,,Online,2026-09-09 03:57:24.441,Online,2026-09-09 03:57:24.441,,,Normal,2026-09-09 03:57:24.441,Normal,2026-09-09 03:57:24.441,Normal,2026-09-09 03:57:24.441,,,,,,,,,,,,,,,,,,,,,Normal,2026-02-02 20:30:32.175,0,2026-08-17 03:57:33.661,50530766,2026-08-17 03:57:33.661,4110005,2026-08-17 03:57:33.661,44.199996948,2026-09-09 03:57:24.441,48.899997711,2026-09-09 03:57:24.441,0,2026-09-09 03:57:24.441,0,2026-09-09 03:57:24.441,50,2026-09-09 03:57:24.441,50,2026-09-09 03:57:24.441,2,2026-09-09 03:57:24.441,2,2026-09-09 03:57:24.441,23,2026-09-09 03:57:24.441,0,2026-09-09 03:57:24.441,0,2026-09-09 03:57:24.441,3,2026-09-09 03:57:24.441,33,2026-09-09 03:57:24.441,,,,,,,100,2026-09-09 03:57:24.441,100,2026-09-09 03:57:24.441,,,,,,,,,,,129.39393616,2026-09-09 03:57:24.441,131.21212769,2026-09-09 03:57:24.441,82.702705383,2026-09-09 03:57:24.441,1,2026-09-09 03:57:24.441,1,2026-09-09 03:57:24.441,10.5366745,2026-09-09 03:57:24.441,23.645320892,2026-09-09 03:57:23.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:57:25.376,43,2026-09-09 08:57:25.376,42,2026-09-09 08:57:25.376,0,2026-02-02 20:30:32.175
47470-0,FlexNet ID: 50530792,Yes,2021-06-04 10:50:13.631,Yes,2021-06-04 10:50:13.631,,,,,Online,2021-06-04 10:50:13.631,Online,2021-06-04 10:50:13.631,,,Normal,2021-06-04 10:50:13.631,Normal,2021-06-04 10:50:13.631,Normal,2021-06-04 10:50:13.631,,,,,,,,,,,,,,,,,,,,,Alarm,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,50530792,2021-06-04 10:50:13.631,3399,2021-06-04 10:50:13.631,12.300000191,2021-06-04 10:50:13.631,14,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,11,2021-06-04 10:50:13.631,14,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,,,,,,,100,2021-06-04 10:50:13.631,100,2021-06-04 10:50:13.631,,,,,,,,,,,122.5,2021-06-04 10:50:13.631,130.90908813,2021-06-04 10:50:13.631,0,2021-06-04 10:50:13.631,1,2021-06-04 10:50:13.631,1,2021-06-04 10:50:13.631,11.300840378,2021-06-04 10:50:13.631,25.369457245,2021-06-04 10:50:13.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2021-06-04 10:50:13.631,14,2021-06-04 10:50:13.631,16,2021-06-04 10:50:13.631,2,2021-06-04 10:50:13.631
47471-0,FlexNet ID: 50530796,Yes,2026-09-09 03:59:17.334,Yes,2026-09-09 03:59:17.334,,,,,Online,2026-09-09 03:59:17.334,Online,2026-09-09 03:59:17.334,,,Normal,2026-09-09 03:59:17.334,Normal,2026-09-09 03:59:17.334,Normal,2026-09-09 03:59:17.334,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-08 18:44:18.677,0,2026-09-08 18:44:29.652,50530796,2026-09-08 18:44:29.652,4110005,2026-09-08 18:44:29.652,17.799999237,2026-09-09 03:59:17.334,21.099998474,2026-09-09 03:59:17.334,0,2026-09-09 03:59:17.334,0,2026-09-09 03:59:17.334,19,2026-09-09 03:59:17.334,22,2026-09-09 03:59:17.334,3,2026-09-09 03:59:17.334,3,2026-09-09 03:59:17.334,29,2026-09-09 03:59:17.334,0,2026-09-09 03:59:17.334,0,2026-09-09 03:59:17.334,4,2026-09-09 03:59:17.334,41,2026-09-09 03:59:17.334,,,,,,,100,2026-09-09 03:59:17.334,100,2026-09-09 03:59:17.334,,,,,,,,,,,129.09091187,2026-09-09 03:59:17.334,132.57575989,2026-09-09 03:59:17.334,0,2026-09-09 03:59:17.334,1,2026-09-09 03:59:17.334,1,2026-09-09 03:59:17.334,11.168581009,2026-09-09 03:59:17.334,23.891626358,2026-09-09 03:59:16.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:56:29.510,13,2026-09-09 08:56:29.510,19,2026-09-09 08:56:29.510,0,2026-09-08 18:44:18.677
49359-0,FlexNet ID: 50530991,Yes,2026-09-08 18:34:29.713,Yes,2026-09-08 18:34:29.713,,,,,Online,2026-09-08 18:34:29.713,Online,2026-09-08 18:34:29.713,,,Normal,2026-09-08 18:34:29.713,Normal,2026-09-08 18:34:29.713,Normal,2026-09-08 18:34:29.713,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-08 18:33:35.376,0,2026-09-08 18:34:29.713,50530991,2026-09-08 18:34:29.713,4110005,2026-09-08 18:34:29.713,20.899999619,2026-09-08 18:34:29.713,9.4000005722,2026-09-08 18:34:29.713,0,2026-09-08 18:34:29.713,0,2026-09-08 18:34:29.713,21,2026-09-08 18:34:29.713,14,2026-09-08 18:34:29.713,31,2026-09-08 18:34:29.713,31,2026-09-08 18:34:29.713,37,2026-09-08 18:34:29.713,0,2026-09-08 18:34:29.713,0,2026-09-08 18:34:29.713,56,2026-09-08 18:34:29.713,67,2026-09-08 18:34:29.713,,,,,,,100,2026-09-09 00:41:56.729,100,2026-09-08 18:34:29.713,,,,,,,,,,,124.85294342,2026-09-08 18:34:29.713,140,2026-09-08 18:34:29.713,0,2026-09-08 18:34:29.713,1,2026-09-08 18:34:29.713,1,2026-09-08 18:34:29.713,11.433099747,2026-09-08 18:34:29.713,22.167488098,2026-09-09 03:11:39.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:56:46.144,8,2026-09-09 08:56:46.144,13,2026-09-09 08:56:46.144,0,2026-09-08 18:33:35.376
49338-0,FlexNet ID: 50531019,Yes,2026-07-09 00:39:48.732,Yes,2026-07-09 00:39:48.732,,,,,Online,2026-07-09 00:39:48.732,Online,2026-07-09 00:39:48.732,,,Normal,2026-07-09 00:39:48.732,Normal,2026-07-09 00:39:48.732,Normal,2026-07-09 00:39:48.732,,,,,,,,,,,,,,,,,,,,,Alarm,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,50531019,2026-07-09 00:39:48.732,4110005,2026-07-09 00:39:48.732,22.399999619,2026-07-09 00:39:48.732,23,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,15,2026-07-09 00:39:48.732,23,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,4,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,17,2026-07-09 00:39:48.732,73,2026-07-09 00:39:48.732,,,,,,,100,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,,,,,,,,,,,128.93939209,2026-07-09 00:39:48.732,130.30302429,2026-07-09 00:39:48.732,102.35294342,2026-07-09 00:39:48.732,1,2026-07-09 00:39:48.732,9,2026-07-09 00:39:48.732,0,2026-07-09 00:39:48.732,23.645320892,2026-07-09 00:39:48.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-07-08 23:39:48.569,11,2026-07-08 23:39:48.569,0,2026-07-08 23:39:48.569,2,2026-07-09 00:39:48.732
49346-0,FlexNet ID: 50531178,Yes,2026-09-09 07:33:39.463,Yes,2026-09-09 07:33:39.463,,,,,Online,2026-09-09 07:33:39.463,Online,2026-09-09 07:33:39.463,,,Normal,2026-09-09 07:33:39.463,Normal,2026-09-09 07:33:39.463,Normal,2026-09-09 07:33:39.463,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-02 06:06:04.931,0,2026-09-02 06:06:24.420,50531178,2026-09-02 06:06:24.420,4110005,2026-09-02 06:06:24.420,12.499999046,2026-09-09 07:33:39.463,15.599999428,2026-09-09 07:33:39.463,0,2026-09-09 07:33:39.463,0,2026-09-09 07:33:39.463,15,2026-09-09 07:33:39.463,12,2026-09-09 07:33:39.463,8,2026-09-09 07:33:39.463,8,2026-09-09 07:33:39.463,30,2026-09-09 07:33:39.463,0,2026-09-09 07:33:39.463,0,2026-09-09 07:33:39.463,11,2026-09-09 07:33:39.463,41,2026-09-09 07:33:39.463,,,,,,,100,2026-09-09 07:33:39.463,100,2026-09-09 07:33:39.463,,,,,,,,,,,122.35294342,2026-09-09 07:33:39.463,131.06060791,2026-09-09 07:33:39.463,90.606063843,2026-09-09 07:33:39.463,1,2026-09-09 07:33:39.463,2,2026-09-09 07:33:39.463,11.785791397,2026-09-09 07:33:39.463,21.921182632,2026-09-09 07:33:38.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:48:27.829,15,2026-09-09 08:48:27.829,12,2026-09-09 08:48:27.829,0,2026-09-02 06:06:04.931
49360-0,FlexNet ID: 50531190,Yes,2026-07-18 15:17:13.338,Yes,2026-07-18 15:17:13.338,,,,,Online,2026-07-18 15:17:13.338,Online,2026-07-18 15:17:13.338,,,Normal,2026-07-18 15:17:13.338,AC Voltage Not Present,2026-07-18 15:17:13.338,Normal,2026-07-18 15:17:13.338,,,,,,,,,,,,,,,,,,,,,Alarm,2026-07-18 15:17:13.338,0,2026-07-18 15:17:13.338,50531190,2026-07-18 15:17:13.338,4110005,2026-07-18 15:17:13.338,22.900001526,2026-07-18 15:17:13.338,16.600000381,2026-07-18 15:17:13.338,0,2026-07-18 15:17:13.338,0,2026-07-18 15:17:13.338,12,2026-07-18 15:17:13.338,14,2026-07-18 15:17:13.338,19,2026-07-18 15:17:13.338,19,2026-07-18 15:17:13.338,24,2026-07-18 15:17:13.338,0,2026-07-18 15:17:13.338,0,2026-07-18 15:17:13.338,27,2026-07-18 15:17:13.338,35,2026-07-18 15:17:13.338,,,,,,,100,2026-07-18 15:17:13.338,100,2026-07-18 15:17:13.338,,,,,,,,,,,127.27272797,2026-07-18 15:17:13.338,131.21212769,2026-07-18 15:17:13.338,0,2026-07-18 15:17:13.338,3,2026-07-18 15:17:13.338,4,2026-07-18 15:17:13.338,12.109092712,2026-07-18 15:17:13.338,29.310344696,2026-07-18 15:17:13.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-07-18 15:01:14.446,27,2026-07-18 15:01:14.446,16,2026-07-18 15:01:14.446,2,2026-07-18 15:17:13.338
49339-0,FlexNet id: 50531203,Yes,2026-09-08 18:42:13.883,Yes,2026-09-08 18:42:13.883,,,,,Online,2026-09-08 18:42:13.883,Online,2026-09-08 18:42:13.883,,,Normal,2026-09-08 18:42:13.883,Normal,2026-09-08 18:42:13.883,Normal,2026-09-08 18:42:13.883,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-08 18:42:04.089,0,2026-09-08 18:42:13.883,50531203,2026-09-08 18:42:13.883,4110005,2026-09-08 18:42:13.883,12.900000572,2026-09-08 18:42:13.883,24.200000763,2026-09-08 18:42:13.883,0,2026-09-08 18:42:13.883,0,2026-09-08 18:42:13.883,12,2026-09-08 18:42:13.883,23,2026-09-08 18:42:13.883,20,2026-09-08 18:42:13.883,20,2026-09-08 18:42:13.883,24,2026-09-08 18:42:13.883,0,2026-09-08 18:42:13.883,0,2026-09-08 18:42:13.883,28,2026-09-08 18:42:13.883,35,2026-09-08 18:42:13.883,,,,,,,100,2026-09-08 18:42:13.883,100,2026-09-08 18:42:13.883,,,,,,,,,,,128.48484802,2026-09-08 18:42:13.883,133.93939209,2026-09-08 18:42:13.883,0,2026-09-08 18:42:13.883,1,2026-09-08 18:42:13.883,1,2026-09-08 18:42:13.883,11.491881371,2026-09-08 18:42:13.883,23.399015427,2026-09-09 03:12:00.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:57:05.761,21,2026-09-09 08:57:05.761,15,2026-09-09 08:57:05.761,0,2026-09-08 18:42:04.089
49355-0,FlexNet ID: 50531204,Yes,2026-09-08 14:49:45.606,Yes,2026-09-08 14:49:45.606,,,,,Online,2026-09-08 14:49:45.606,Online,2026-09-08 14:49:45.606,,,Normal,2026-09-08 14:49:45.606,Normal,2026-09-08 14:49:45.606,Normal,2026-09-08 14:49:45.606,,,,,,,,,,,,,,,,,,,,,Normal,2026-07-12 11:12:55.969,0,2026-07-12 11:13:12.849,50531204,2026-07-12 11:13:12.849,4110005,2026-07-12 11:13:12.849,25.700000763,2026-09-08 14:49:45.606,23.699998856,2026-09-08 14:49:45.606,0,2026-09-08 14:49:45.606,0,2026-09-08 14:49:45.606,32,2026-09-08 14:49:45.606,28,2026-09-08 14:49:45.606,17,2026-09-08 14:49:45.606,17,2026-09-08 14:49:45.606,26,2026-09-08 14:49:45.606,0,2026-09-08 14:49:45.606,0,2026-09-08 14:49:45.606,23,2026-09-08 14:49:45.606,37,2026-09-08 14:49:45.606,,,,,,,100,2026-09-08 14:49:45.606,100,2026-09-08 14:49:45.606,,,,,,,,,,,126.8181839,2026-09-08 14:49:45.606,130.60606384,2026-09-08 14:49:45.606,0,2026-09-08 14:49:45.606,1,2026-09-08 14:49:45.606,2,2026-09-08 14:49:45.606,11.697618484,2026-09-08 14:49:45.606,33.743843079,2026-09-09 08:49:46.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:49:46.870,25,2026-09-09 08:49:46.870,22,2026-09-09 08:49:46.870,0,2026-07-12 11:12:55.969
49344-0,FlexNet ID: 50531205,Yes,2026-09-08 15:00:07.573,Yes,2026-09-08 15:00:07.573,,,,,Online,2026-09-08 15:00:07.573,Online,2026-09-08 15:00:07.573,,,Normal,2026-09-08 15:00:07.573,Normal,2026-09-08 15:00:07.573,Normal,2026-09-08 15:00:07.573,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-03 03:30:11.008,0,2026-09-03 03:30:23.508,50531205,2026-09-03 03:30:23.508,4110005,2026-09-03 03:30:23.508,13.100000381,2026-09-08 15:00:07.573,19.400001526,2026-09-08 15:00:07.573,0,2026-09-08 15:00:07.573,0,2026-09-08 15:00:07.573,16,2026-09-08 15:00:07.573,12,2026-09-08 15:00:07.573,12,2026-09-08 15:00:07.573,12,2026-09-08 15:00:07.573,22,2026-09-08 15:00:07.573,0,2026-09-08 15:00:07.573,0,2026-09-08 15:00:07.573,17,2026-09-08 15:00:07.573,30,2026-09-08 15:00:07.573,,,,,,,100,2026-09-08 15:00:07.573,100,2026-09-08 15:00:07.573,,,,,,,,,,,126.96969604,2026-09-08 15:00:07.573,138.33332825,2026-09-08 15:00:07.573,0,2026-09-08 15:00:07.573,1,2026-09-08 15:00:07.573,4,2026-09-08 15:00:07.573,12.256047249,2026-09-08 15:00:07.573,22.66009903,2026-09-09 03:00:06.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:45:13.462,20,2026-09-09 08:45:13.462,15,2026-09-09 08:45:13.462,0,2026-09-03 03:30:11.008
49341-0,FlexNet ID: 50531206,Yes,2026-09-08 18:49:04.584,Yes,2026-09-08 18:49:04.584,,,,,Online,2026-09-08 18:49:04.584,Online,2026-09-08 18:49:04.584,,,Normal,2026-09-08 18:49:04.584,Normal,2026-09-08 18:49:04.584,Normal,2026-09-08 18:49:04.584,,,,,,,,,,,,,,,,,,,,,Normal,2026-09-08 18:48:42.218,0,2026-09-08 18:49:04.584,50531206,2026-09-08 18:49:04.584,4110005,2026-09-08 18:49:04.584,15.5,2026-09-08 18:49:04.584,20.800001144,2026-09-08 18:49:04.584,0,2026-09-08 18:49:04.584,0,2026-09-08 18:49:04.584,18,2026-09-08 18:49:04.584,21,2026-09-08 18:49:04.584,24,2026-09-08 18:49:04.584,24,2026-09-08 18:49:04.584,23,2026-09-08 18:49:04.584,0,2026-09-08 18:49:04.584,0,2026-09-08 18:49:04.584,32,2026-09-08 18:49:04.584,33,2026-09-08 18:49:04.584,,,,,,,100,2026-09-08 18:49:04.584,100,2026-09-08 18:49:04.584,,,,,,,,,,,129.54545593,2026-09-08 18:49:04.584,131.96969604,2026-09-08 18:49:04.584,91.363639832,2026-09-08 18:49:04.584,1,2026-09-08 18:49:04.584,4,2026-09-08 18:49:04.584,12.153179169,2026-09-08 18:49:04.584,24.137931824,2026-09-09 05:51:11.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-09-09 08:51:10.853,17,2026-09-09 08:51:10.853,12,2026-09-09 08:51:10.853,0,2026-09-08 18:48:42.218
